ind_id,Citation.number,Citation,Year,Global.Change.Driver,Effect,Endpoint,Endpoint_Host_Parasite,Native.host.type,Ectothermic.host,Enemy.type,Ectoparasite,Vector,Vector.borne,Free.living.stages,Route,Macroparasite,Human.Parasite,Zoonotic,Venue,Habitat,Enemy_Random_Effect,Enemy_Random_EffectIS,Native.host,ContinentUse,humanendpoint,Predictor_Type,Error_Type,MeanControl,VarianceControl,SampleSizeControl,MeanTreatment,VarianceTreatment,SampleSizeTreatment,Coefficient,CoefficientVariance,Coef_Type,SD_Y,SDControl,SDTreatment,Sample_size,SMDH_yi,SMDH_vi,SMDH_viC,LRR_yi,LRR_vi,LRR_viC
875,CN_256,"Mahdy, M. A. K. Lim, Y. A. L. Ngui, R. Fatimah, M. S. Choy, S. H. Yap, N. J. Al-Mekhlafi, H. M. Ibrahim, J. Surin, J. 2012). ""Prevalence and zoonotic potential of canine hookworms in Malaysia."" Parasites and Vectors 5(1).",2012,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Helminth,No,No,No,Yes,Direct,Yes,Yes,Yes,Field,Terrestrial,Ancylostoma,Ancylostoma_,Canis lupus familiaris,Asia,No,Categorical,SE,0.71428571,0.05148214,77,0.48,0.07065409,50,NA,NA,,NA,0.451753945,0.499599862,127,-0.488951118,0.034926238,0.034926238,-0.397496932,0.026861474,0.026861474
876,CN_55,"Bwalya, E. C. Nalubamba, K. S. Hankanga, C. Namangala, B. (2011). ""Prevalence of canine gastrointestinal helminths in urban Lusaka and rural Katete Districts of Zambia."" Preventive Veterinary Medicine 100(3-4): 252-255.",2011,HLC,Urbanization,Seroprevalence,Parasite,Mammal,No,Helminth,No,No,No,Yes,Direct,Yes,Yes,Yes,Field,Terrestrial,Ancylostoma caninum,Ancylostoma caninum_,Canis lupus familiaris,Africa,No,Categorical,SE,0.70625,0.03600876,160,0.72945205,0.02599735,292,NA,NA,,NA,0.455478789,0.444242912,452,0.051486029,0.009767588,0.009767588,0.032324353,0.003869736,0.003869736
877,CN_309,"Paquet-Durand, I. Hernández, J. Dolz, G. Zuñiga, J. J. R. Schnieder, T. Epe, C. (2007). ""Prevalence of Toxocara spp., Toxascaris leonina and ancylostomidae in public parks and beaches in different climate zones of Costa Rica."" Acta Tropica 104(1): 30-37.
        
",2007,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Helminth,No,No,No,Yes,Direct,Yes,Yes,Yes,Field,Terrestrial,Ancylostoma caninum,Ancylostoma caninum_,Canis lupus familiaris and Felis catus,South America,No,Categorical,SE,0.65789474,0.07696022,38,0.41935484,0.08862687,31,NA,NA,,NA,0.474414658,0.493453528,69,-0.487282013,0.061021756,0.061021756,-0.450327514,0.058349228,0.058349228
878,CN_270,"Mircean, V. Titilincu, A. Vasile, C. (2010). ""Prevalence of endoparasites in household cat (Felis catus) populations from Transylvania (Romania) and association with risk factors."" Veterinary Parasitology 171(1-2): 163-166.
        
",2010,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Helminth,No,No,No,Yes,Direct,Yes,Yes,Yes,Field,Terrestrial,Ancylostoma spp.,Ancylostoma spp._,Felis catus,Europe,No,Categorical,SE,0.2890625,0.04006882,128,0.01754386,0.00777672,285,NA,NA,,NA,0.453326949,0.131286144,413,-0.81212037,0.017228525,0.017228525,-2.801938897,0.215705503,0.215705503
879,CN_132,"Examination of anonymous canine faecal samples provides data on endoparasite prevalence rates in dogs for comparative studies; Barbara Hinneya,⁎, Michaela Gottwaldb, Jasmine Moserb, Bianca Reichera, Bhavapriya Jasmin Schäfera, Roland Schaperc, Anja Joachima, Frank Künzelb",2017,HLC,Urbanization,prevalence canine fecal samples,Parasite,Mammal,No,Helminth,No,No,No,Yes,Complex,Yes,Yes,Yes,Field,Terrestrial,Ancylostomatidae,Ancylostomatidae_,Mammal,Europe,No,Categorical,SE,3.9,7.8,160,3.7,3.5,1001,NA,NA,,NA,98.663063,110.7350441,1161,-0.001905836,0.006672818,0.006672818,-0.052643733,4.894813733,4.894813733
881,CN_50,"Bosman, A., Modiano, D., Voglino, M. C., Pizzi, L., Bartoloni, P., Diallo, K., & De Giorgi, F. (1992). Malaria transmission in a central area of Futa Djalon (Guinea): results of a parasitological survey during the 1989 rainy season. Parassitologia, 34(1-3), 135-142.",1992,HLC,Urbanization,abundance,Parasite,Arthropod,Yes,Arthropod,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Field,Terrestrial,Anopheles_spp,Anopheles_spp_,Homo_sapiens,Africa,Yes,Categorical,SD,6.79411765,21.3745313,17,1.7,3.02191992,6,NA,NA,,NA,21.3745313,3.02191992,23,-0.321639019,0.124005347,0.124005347,-1.385428935,1.108851578,1.108851578
896,CN_420,"The first detection of Babesia EU1 and Babesia canis canis in Ixodes ricinus ticks (Acari, Ixodidae) collected in urban and rural areas in northern Poland, Cieniuch, Stańczak, and Ruczaj",2009,HLC,Urbanization,prevalence,Parasite,Mammal,No,Protist,No,No,Yes,No,Complex,No,Yes,Yes,Field,Terrestrial,Babesia canis canis,Babesia canis canis_,Human,Europe,Yes,Categorical,SD,0,0,1,0.1333,0.23094,3,NA,NA,,NA,0,0.23094,4,NA,NA,NA,NA,NA,NA
897,CN_420,"The first detection of Babesia EU1 and Babesia canis canis in Ixodes ricinus ticks (Acari, Ixodidae) collected in urban and rural areas in northern Poland, Cieniuch, Stańczak, and Ruczaj",2009,HLC,Urbanization,prevalence,Parasite,Mammal,No,Protist,No,No,Yes,No,Complex,No,Yes,Yes,Field,Terrestrial,Babesia EU1,Babesia EU1_,Human,Europe,Yes,Categorical,SD,0.8,0,1,0.55,0.90967027,3,NA,NA,,NA,0,0.90967027,4,NA,NA,NA,-0.374693449,0.91184573,0.91184573
898,CN_420,"The first detection of Babesia EU1 and Babesia canis canis in Ixodes ricinus ticks (Acari, Ixodidae) collected in urban and rural areas in northern Poland, Cieniuch, Stańczak, and Ruczaj",2009,HLC,Urbanization,prevalence,Parasite,Mammal,No,Protist,No,No,Yes,No,Complex,No,Yes,Yes,Field,Terrestrial,Babesia spp,Babesia spp_,Human,Europe,Yes,Categorical,SD,0.4,0,1,0.366666667,0.472581563,3,NA,NA,,NA,0,0.472581563,4,NA,NA,NA,-0.087011376,0.553719008,0.553719008
905,CN_90,"Diagne, C., M. Galan, L. Tamisier, J. D’Ambrosio, A. Dalecky, K. Bâ, M. Kane, et al. 2017. “Ecological and Sanitary Impacts of Bacterial Communities Associated to Biological Invasions in African Commensal Rodent Communities.” Scientific Reports 7 (1). https://doi.org/10.1038/s41598-017-14880-1.",2017,IS,Enemy Release,Parasite Abundance,Parasite,Mammal,No,Bacteria,No,No,Yes,No,Complex,No,Yes,Yes,Field,Terrestrial,Bartonella,Bartonella_Rattus rattus,Mastomys,Africa,No,Categorical,95CI,2.391304348,5.217391304,4,59.13043478,10.86956522,4,NA,NA,,NA,5.323868678,11.09139308,8,5.665282668,3.310565911,3.310565911,3.207906793,1.247949205,1.247949205
906,CN_408,"Sytykiewicz, H., Karbowiak, G., Werszko, J., Czerniewicz, P., Sprawka, I., & Mitrus, J. (2012). Molecular screening for Bartonella henselae and Borrelia burgdorferi sensu lato co-existence within Ixodes ricinus populations in central and eastern parts of Poland. Annals of Agricultural and Environmental Medicine, 19(3).",2012,HLC,Urbanization,prevalence,Parasite,Arthropod,Yes,Bacteria,No,No,Yes,No,Complex,No,Yes,Yes,Field,Terrestrial,Bartonella_henselae,Bartonella_henselae_,Ixodes_ricinus,Europe,No,Categorical,SD,0.055,0.037,3,0.031,0.043,5,NA,NA,,NA,0.037,0.043,8,-0.51971636,0.555379496,0.555379496,-0.573345981,0.535661487,0.535661487
907,CN_408,"Sytykiewicz, H., Karbowiak, G., Werszko, J., Czerniewicz, P., Sprawka, I., & Mitrus, J. (2012). Molecular screening for Bartonella henselae and Borrelia burgdorferi sensu lato co-existence within Ixodes ricinus populations in central and eastern parts of Poland. Annals of Agricultural and Environmental Medicine, 19(3).",2012,HLC,Urbanization,prevalence,Parasite,Arthropod,Yes,Bacteria,No,No,Yes,No,Complex,No,Yes,Yes,Field,Terrestrial,Bartonella_henselae,Bartonella_henselae_,Ixodes_ricinus,Europe,No,Categorical,SD,0.069,0.032,5,0.031,0.043,5,NA,NA,,NA,0.032,0.043,10,-0.905056783,0.452594489,0.452594489,-0.8001193,0.427823665,0.427823665
908,CN_208,"Jacobson, J. E. Kazacos, K. R. Montague Jr, F. H. (1982). ""Prevalence of eggs of Baylisascaris procyonis (Nematoda:Ascaroidea) in raccoon scats from an urban and a rural community."" Journal of Wildlife Diseases 18(4): 461-464.
",1982,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Helminth,No,No,No,Yes,Direct,Yes,No,Yes,Field,Terrestrial,Baylisascaris procyonis,Baylisascaris procyonis_,Procyon lotor,North America,No,Categorical,SE,0.17241379,0.0701445,29,0.21212121,0.05032106,66,NA,NA,,NA,0.377739693,0.408810224,95,0.100071201,0.048757058,0.048757058,0.207260513,0.221794302,0.221794302
909,CN_456,"Weinstein, S. B. 2017. “Introduced Rats and an Endemic Roundworm: Does Rattus Rattus Contribute to Baylisascaris Procyonis Transmission in California?” Journal of Parasitology 103 (6): 677–82. https://doi.org/10.1645/17-83.",2017,IS,Spillover,Parasite Prevalence,Parasite,Mammal,No,Helminth,No,No,No,No,Direct,Yes,Yes,Yes,Field,Terrestrial,Baylisascaris procyonis,Baylisascaris procyonis_Rattus rattus,Reithrodontomys megalotis,North America,No,Categorical,95CI,75.13661202,15.0273224,20,4.371584699,7.103825137,55,NA,NA,,NA,34.28787184,26.8792741,75,-2.273342691,0.135559544,0.135559544,-2.844182376,0.697788682,0.697788682
910,CN_456,"Weinstein, S. B. 2017. “Introduced Rats and an Endemic Roundworm: Does Rattus Rattus Contribute to Baylisascaris Procyonis Transmission in California?” Journal of Parasitology 103 (6): 677–82. https://doi.org/10.1645/17-83.",2017,IS,Spillover,Parasite Prevalence,Parasite,Mammal,No,Helminth,No,No,No,No,Direct,Yes,Yes,Yes,Field,Terrestrial,Baylisascaris procyonis,Baylisascaris procyonis_Rattus rattus,Peromyscus maniculatus,North America,No,Categorical,95CI,75.13661202,15.0273224,20,45.35519126,11.47540984,67,NA,NA,,NA,34.28787184,47.92361109,87,-0.708414661,0.05782248,0.05782248,-0.504783309,0.027075983,0.027075983
911,CN_456,"Weinstein, S. B. 2017. “Introduced Rats and an Endemic Roundworm: Does Rattus Rattus Contribute to Baylisascaris Procyonis Transmission in California?” Journal of Parasitology 103 (6): 677–82. https://doi.org/10.1645/17-83.",2017,IS,Spillover,Parasite Abundance,Parasite,Mammal,No,Helminth,No,No,No,No,Direct,Yes,Yes,Yes,Field,Terrestrial,Baylisascaris procyonis,Baylisascaris procyonis_Rattus rattus,Reithrodontomys megalotis,North America,No,Categorical,95CI,721.366597,678.590055,20,0.127756492,0.035460721,55,NA,NA,,NA,1548.340298,0.13417538,75,-0.651965456,0.114058922,0.114058922,-8.638776698,0.2504061,0.2504061
912,CN_456,"Weinstein, S. B. 2017. “Introduced Rats and an Endemic Roundworm: Does Rattus Rattus Contribute to Baylisascaris Procyonis Transmission in California?” Journal of Parasitology 103 (6): 677–82. https://doi.org/10.1645/17-83.",2017,IS,Spillover,Parasite Abundance,Parasite,Mammal,No,Helminth,No,No,No,No,Direct,Yes,Yes,Yes,Field,Terrestrial,Baylisascaris procyonis,Baylisascaris procyonis_Rattus rattus,Peromyscus maniculatus,North America,No,Categorical,95CI,721.366597,678.590055,20,3.574304018,1.715069729,67,NA,NA,,NA,1548.340298,7.162474878,87,-0.649801026,0.114321107,0.114321107,-5.307376987,0.290284695,0.290284695
913,CN_261,"Marsot, M., J. L. Chapuis, P. Gasqui, A. Dozières, S. Masséglia, B. Pisanu, E. Ferquel, and G. Vourc’h. 2013. “Introduced Siberian Chipmunks (Tamias Sibiricus Barberi) Contribute More to Lyme Borreliosis Risk than Native Reservoir Rodents.” PLoS ONE 8 (1). https://doi.org/10.1371/journal.pone.0055377.",2013,IS,Spillover,Parasite Abundance,Parasite,Mammal,No,Bacteria,No,No,Yes,No,Complex,No,Yes,Yes,Field,Terrestrial,Borrelia burgdorferi,Borrelia burgdorferi_Tamias sibiricus barberi,Myodes glareolus,Europe,No,Categorical,95CI,8.030769231,4.646153846,8,2.738461538,2.030769231,12,NA,NA,,NA,6.704748757,3.589179068,20,-0.942468121,0.277791058,0.277791058,-1.075884038,0.230280038,0.230280038
914,CN_262,"Marsot, M., M. Sigaud, J. L. Chapuis, E. Ferquel, M. Cornet, and G. Vourc’h. 2011. “Introduced Siberian Chipmunks (Tamias Sibiricus Barberi) Harbor More-Diverse Borrelia Burgdorferi Sensu Lato Genospecies than Native Bank Voles (Myodes Glareolus).” Applied and Environmental Microbiology 77 (16): 5716–21. https://doi.org/10.1128/AEM.01846-10.",2011,IS,Spillover,Parasite Prevalence,Parasite,Mammal,No,Bacteria,No,No,Yes,No,Complex,No,Yes,Yes,Field,Terrestrial,Borrelia burgdorferi,Borrelia burgdorferi_Tamias sibiricus barberi,Myodes glareolus,Europe,No,Categorical,95CI,35.2,8.3,335,15.8,3.4,671,NA,NA,,NA,77.50762414,44.93493375,1006,-0.306003799,0.005307612,0.005307612,-0.801036143,0.026527014,0.026527014
915,CN_233,"Krstić, M. Stajković, N. Lazić, S. (2016). ""Prevalence of borrelia burgdorferi sensu lato in ixodes ricinus ticks and assessment of entomological risk index at localities in belgrade."" Vojnosanitetski Pregled 73(9): 817-824.
",2016,HLC,Deforestation,Prevalence,Host,Mammal,No,Bacteria,No,No,Yes,No,Complex,No,Yes,Yes,Field,Terrestrial,Borrelia burgdorferi sensu lato,Borrelia burgdorferi sensu lato_,mammals,Europe,No,Categorical,SD,0.3212,0.0602,5,0.2679,0.0492,9,NA,NA,,NA,0.0602,0.0492,14,-0.907411761,0.389932194,0.389932194,-0.181450206,0.010772919,0.010772919
916,CN_408,"Sytykiewicz, H., Karbowiak, G., Werszko, J., Czerniewicz, P., Sprawka, I., & Mitrus, J. (2012). Molecular screening for Bartonella henselae and Borrelia burgdorferi sensu lato co-existence within Ixodes ricinus populations in central and eastern parts of Poland. Annals of Agricultural and Environmental Medicine, 19(3).",2012,HLC,Urbanization,prevalence,Parasite,Arthropod,Yes,Bacteria,No,No,Yes,No,Complex,No,Yes,Yes,Field,Terrestrial,Borrelia_burgdorferi,Borrelia_burgdorferi_,Ixodes_ricinus,Europe,No,Categorical,SD,0.123,0.046,3,0.106,0.06,5,NA,NA,,NA,0.046,0.06,8,-0.276217365,0.521738735,0.521738735,-0.148745261,0.110701023,0.110701023
917,CN_408,"Sytykiewicz, H., Karbowiak, G., Werszko, J., Czerniewicz, P., Sprawka, I., & Mitrus, J. (2012). Molecular screening for Bartonella henselae and Borrelia burgdorferi sensu lato co-existence within Ixodes ricinus populations in central and eastern parts of Poland. Annals of Agricultural and Environmental Medicine, 19(3).",2012,HLC,Urbanization,prevalence,Parasite,Arthropod,Yes,Bacteria,No,No,Yes,No,Complex,No,Yes,Yes,Field,Terrestrial,Borrelia_burgdorferi,Borrelia_burgdorferi_,Ixodes_ricinus,Europe,No,Categorical,SD,0.14,0.058,5,0.106,0.06,5,NA,NA,,NA,0.058,0.06,10,-0.520127217,0.421230576,0.421230576,-0.278203328,0.098406274,0.098406274
928,CN_96,"Dubná, S. Langrová, I. Nápravník, J. Jankovská, I. Vadlejch, J. Pekár, S. Fechtner, J. 2007). ""The prevalence of intestinal parasites in dogs from Prague, rural areas, and shelters of the Czech Republic."" Veterinary Parasitology 145(1-2): 120-128.
",2007,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Helminth,No,No,No,Yes,Direct,Yes,Yes,Yes,Field,Terrestrial,Capillaria,Capillaria_,Canis lupus familiaris,Europe,No,Categorical,SE,0.00555556,0.00319858,540,0.00608466,0.00126487,3780,NA,NA,,NA,0.074328282,0.077766364,4320,0.006954525,0.002047331,0.002047331,0.090971622,0.374694555,0.374694555
929,CN_270,"Mircean, V. Titilincu, A. Vasile, C. (2010). ""Prevalence of endoparasites in household cat (Felis catus) populations from Transylvania (Romania) and association with risk factors."" Veterinary Parasitology 171(1-2): 163-166.
        
",2010,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Helminth,No,No,No,Yes,Direct,Yes,Yes,Yes,Field,Terrestrial,Capillaria aerophila,Capillaria aerophila_,Felis catus,Europe,No,Categorical,SE,0.09375,0.02576349,128,0.00350877,0.00350261,285,NA,NA,,NA,0.291480616,0.059130862,413,-0.428310876,0.016012059,0.016012059,-3.285366116,1.072012724,1.072012724
932,CN_469,"Zargar, U. R., Chishti, M. Z., Yousuf, A. R., & Ahmad, F. (2013). Species spectrum, diversity profile and infection indices of helminth parasite fauna of Chirruh snowtrout, Schizothorax esocinus (Heckel) in lake ecosystems of Kashmir Himalayas-Do similarity and host-parasite associations arise? Veterinary Research Communications, 37(3), 197–207. https://doi.org/10.1007/s11259-013-9562-12",2013,HLC,Urbanization,Abundance,Parasite,Amphibian/Reptile,Yes,Helminth,No,No,No,Yes,Complex,Yes,Yes,Yes,Field,Freshwater,Clinostomum kashmirensis,Clinostomum kashmirensis_,Schizothorax esocinus,Asia,No,Categorical,SD,0.037,0.02,97,0.05,0,100,NA,NA,,NA,0.02,0,197,0.915697985,0.025006769,0.025006769,0.301105093,0.003012207,0.003012207
933,CN_469,"Zargar, U. R., Chishti, M. Z., Yousuf, A. R., & Ahmad, F. (2013). Species spectrum, diversity profile and infection indices of helminth parasite fauna of Chirruh snowtrout, Schizothorax esocinus (Heckel) in lake ecosystems of Kashmir Himalayas-Do similarity and host-parasite associations arise? Veterinary Research Communications, 37(3), 197–207. https://doi.org/10.1007/s11259-013-9562-8",2013,HLC,Urbanization,Intensity of infection,Parasite,Amphibian/Reptile,Yes,Helminth,No,No,No,Yes,Complex,Yes,Yes,Yes,Field,Freshwater,Clinostomum kashmirensis,Clinostomum kashmirensis_,Schizothorax esocinus,Asia,No,Categorical,SD,2,0.15,97,6.66,4.07,100,NA,NA,,NA,0.15,4.07,197,1.61189096,0.033033548,0.033033548,1.202972304,0.003792558,0.003792558
939,CN_96,"Dubná, S. Langrová, I. Nápravník, J. Jankovská, I. Vadlejch, J. Pekár, S. Fechtner, J. 2007). ""The prevalence of intestinal parasites in dogs from Prague, rural areas, and shelters of the Czech Republic."" Veterinary Parasitology 145(1-2): 120-128.
",2007,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Protist,No,No,No,Yes,Direct,No,Yes,Yes,Field,Terrestrial,Cryptosporidium,Cryptosporidium_,Canis lupus familiaris,Europe,No,Categorical,SE,0.02037037,0.00607902,540,0.01375661,0.00189453,3780,NA,NA,,NA,0.141263659,0.116478934,4320,-0.051076141,0.002423097,0.002423097,-0.392561958,0.108023447,0.108023447
948,CN_96,"Dubná, S. Langrová, I. Nápravník, J. Jankovská, I. Vadlejch, J. Pekár, S. Fechtner, J. 2007). ""The prevalence of intestinal parasites in dogs from Prague, rural areas, and shelters of the Czech Republic."" Veterinary Parasitology 145(1-2): 120-128.
",2007,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Helminth,No,No,Yes,Yes,Complex,Yes,Yes,Yes,Field,Terrestrial,Dipylidium,Dipylidium_,Canis lupus familiaris,Europe,No,Categorical,SE,0.01296296,0.00486768,540,0.00687831,0.0013443,3780,NA,NA,,NA,0.113114661,0.082649855,4320,-0.061412968,0.002603923,0.002603923,-0.633723078,0.179202348,0.179202348
949,CN_55,"Bwalya, E. C. Nalubamba, K. S. Hankanga, C. Namangala, B. (2011). ""Prevalence of canine gastrointestinal helminths in urban Lusaka and rural Katete Districts of Zambia."" Preventive Veterinary Medicine 100(3-4): 252-255.",2011,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Helminth,No,No,Yes,Yes,Complex,Yes,Yes,Yes,Field,Terrestrial,Dipylidium caninum,Dipylidium caninum_,Canis lupus familiaris,Africa,No,Categorical,SE,0.13125,0.02669544,160,0.0239726,0.00895153,292,NA,NA,,NA,0.337673574,0.152963812,452,-0.408574447,0.011936935,0.011936935,-1.70019239,0.18080163,0.18080163
950,CN_230,"Kohil, K. Benchikh El Fegoun, M. C. Gharbi, M. (2017). ""Prevalence of Echinococcus granulosus taeniasis in stray dogs in the region of Constantine (North-East Algeria)."" Bulletin de la Societe de Pathologie Exotique 110(4): 224-229.
        ",2017,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Helminth,No,No,Yes,Yes,Complex,Yes,Yes,Yes,Field,Terrestrial,Dipylidium caninum,Dipylidium caninum_,Canis lupus familiaris,Africa,No,Categorical,SE,0.23333333,0.07722022,30,0.15555556,0.03820384,90,NA,NA,,NA,0.422952564,0.362433449,120,-0.196218854,0.048910388,0.048910388,-0.405465065,0.16984125,0.16984125
951,CN_270,"Mircean, V. Titilincu, A. Vasile, C. (2010). ""Prevalence of endoparasites in household cat (Felis catus) populations from Transylvania (Romania) and association with risk factors."" Veterinary Parasitology 171(1-2): 163-166.
        
",2010,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Helminth,No,No,Yes,Yes,Complex,Yes,Yes,Yes,Field,Terrestrial,Dipylidium caninum,Dipylidium caninum_,Felis catus,Europe,No,Categorical,SE,0.0078125,0.00778192,128,0,0,285,NA,NA,,NA,0.088042374,0,413,-0.125262042,0.015752117,0.015752117,NA,NA,NA
952,CN_191,"Huang, S. Smith, D. J. Molaei, G. Andreadis, T. G. Larsen, S. E. Lucchesi, E. F. (2013). ""Prevalence of Dirofilaria immitis (Spirurida: Onchocercidae) infection in Aedes, Culex, and Culiseta Mosquitoes from North San Joaquin Valley, CA."" Journal of Medical Entomology 50(6): 1315-1323.",2013,HLC,Urbanization,Prevalence,Parasite,Arthropod,Yes,Helminth,No,No,Yes,No,Complex,Yes,Yes,Yes,Field,Terrestrial,Dirofilaria immitis,Dirofilaria immitis_,Carnivores,North America,No,Categorical,SE,0.68085106,0.06799451,47,0.72727273,0.09495145,22,NA,NA,,NA,0.466146875,0.445361777,69,0.100685435,0.066737252,0.066737252,0.065957977,0.02701886,0.02701886
953,CN_443,"Varlamova, A. I., and I. A. Arkhipov. 2016. CIRCULATION OF DIROFILARIA REPENS (RAILLIET ET HENRY, 1911) IN THE ARID ZONE OF SOUTHERN RUSSIA. Meditsinskaia parazitologiia i parazitarnye bolezni:28-31.",2016,HLC,Urbanization,Intensity,Parasite,Mammal,No,Helminth,No,No,Yes,No,Complex,Yes,Yes,Yes,Field,Terrestrial,dirofilariasis,dirofilariasis_,Mammals(Canine),Europe,Yes,Categorical,SD,247.3,26.8,164,112.7,11.4,164,NA,NA,,NA,26.8,11.4,328,-6.520932909,0.108359927,0.108359927,-0.785872753,0.000134001,0.000134001
954,CN_1,[(MODERN EPIDEMIOLOGICAL SITUATION ON ECHINOCOCCOSIS IN THE TYUMEN REGION)],2017,HLC,Urbanization,cases,Host,Mammal,No,Helminth,No,No,No,No,Complex,Yes,Yes,Yes,Field,Terrestrial,Echinococcus granulosus ,Echinococcus granulosus _,mammals,Europe,Yes,Categorical,SD,7.146666667,2.575730317,6,1.73,1.172220116,3,NA,NA,,NA,2.575730317,1.172220116,9,-2.404274613,0.743304826,0.743304826,-1.418524639,0.174689204,0.174689204
955,CN_15,"Acosta-Jamett, G., Cleaveland, S., Cunningham, A. A., Barend, M., Craig, P. S. Echinococcus granulosus infection in humans and livestock in the Coquimbo region, north-central Chile",2010,HLC,Urbanization,Incidence,Host,Mammal,No,Helminth,No,No,No,No,Complex,Yes,Yes,Yes,Field,Terrestrial,Echinococcus granulosus.,Echinococcus granulosus._,Human/Livestock,South America,Yes,Categorical,SD,2.86,1.87,28,2.33,0.8,102,NA,NA,,NA,1.87,0.8,130,-0.36634927,0.066679539,0.066679539,-0.204953357,0.016424146,0.016424146
956,CN_84,"Dakkak, A., El Berbri, I., Petavy, A.F., Boué, F., Bouslikhane, M., Fihri, O.F., Welburn, S. and Ducrotoy, M.J. Echinococcus granulosus infection in dogs in Sidi Kacem Province (north-West Morocco)",2017,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Helminth,No,No,No,No,Complex,Yes,Yes,Yes,Field,Terrestrial,Echinococcus granulosus.,Echinococcus granulosus._,Canine,Africa,No,Categorical,95CI,0.38,0.0071,232,0.188,0.146,273,NA,NA,,NA,0.055175499,1.230773418,505,-0.220066398,0.007422031,0.007422031,-0.70372929,0.157082999,0.157082999
957,CN_13,"A serological survey of the infection by Echinococcus sp. in the municipal ity of Sena Madureira, AC, Ricardo Pastore1 , Lúcia H. Vitali2, Vanize de Oliveira Macedo1 e Aluízio Prata3",2003,HLC,Urbanization,prevalence,Parasite,Mammal,No,Helminth,No,No,No,No,Complex,Yes,Yes,Yes,Field,Terrestrial,Echinococcus sp.,Echinococcus sp._,mammals,South America,Yes,Categorical,95CI,6,3.59,213,3.5,1.34,29,NA,NA,,NA,26.73179851,3.681694307,242,-0.13061271,0.010560494,0.010560494,-0.538996501,0.131346931,0.131346931
958,CN_90,"Diagne, C., M. Galan, L. Tamisier, J. D’Ambrosio, A. Dalecky, K. Bâ, M. Kane, et al. 2017. “Ecological and Sanitary Impacts of Bacterial Communities Associated to Biological Invasions in African Commensal Rodent Communities.” Scientific Reports 7 (1). https://doi.org/10.1038/s41598-017-14880-1.",2017,IS,Enemy Release,Parasite Abundance,Parasite,Mammal,No,Bacteria,No,No,Yes,No,Complex,No,Yes,Yes,Field,Terrestrial,Ehrlichia,Ehrlichia_Mus musculus domesticus,Mastomys,Africa,No,Categorical,95CI,8.778409091,7.159090909,5,26.76136364,10.90909091,5,NA,NA,,NA,8.167456087,12.44564737,10,1.542178929,0.547745622,0.547745622,1.114663998,0.216386074,0.216386074
959,CN_167,"Gastrointestinal Parasites of Howler Monkeys (Alouatta palliata) Inhabiting the Fragmented Landscape of the Santa Marta Mountain Range, Veracruz, Mexico; CAROLINA VALDESPINO1 , GUILLERMO RICO-HERNA´NDEZ2, AND SALVADOR MANDUJANO",2010,HLC,Forest Fragmentation,prevalence,Parasite,Mammal,No,Protist,No,No,No,No,Complex,Yes,Yes,Yes,Field,Terrestrial,Eimeriidae,Eimeriidae_,Monkeys,South America,No,Categorical,SE,0.415329768,0.623885918,6,0.449197861,0.370766488,5,NA,NA,,NA,1.528202157,0.829059071,11,0.025176308,0.35309276,0.35309276,0.078390635,2.937722294,2.937722294
960,CN_167,"Gastrointestinal Parasites of Howler Monkeys (Alouatta palliata) Inhabiting the Fragmented Landscape of the Santa Marta Mountain Range, Veracruz, Mexico; CAROLINA VALDESPINO1 , GUILLERMO RICO-HERNA´NDEZ2, AND SALVADOR MANDUJANO",2010,HLC,Urbanization,prevalence,Parasite,Mammal,No,Protist,No,No,No,No,Complex,Yes,Yes,Yes,Field,Terrestrial,Eimeriidae,Eimeriidae_,Monkeys,South America,No,Categorical,SE,0.541889483,0.516934046,8,0.023172906,0.010695187,13,NA,NA,,NA,1.462110277,0.038562045,21,-0.481442777,0.278423031,0.278423031,-3.152078323,1.123033317,1.123033317
975,CN_391,"Staley, Z. R., et al. (2011). ""Test of direct and indirect effects of agrochemicals on the survival of fecal indicator bacteria."" Applied and Environmental Microbiology 77(24): 8765-8774.",2011,CP,Fertilizer,Parasite abundance,Parasite,Mammal,No,Bacteria,No,No,No,No,Direct,No,Yes,Yes,Field,Terrestrial,Escherichia coli,Escherichia coli_,Homo sapiens,North America,Yes,Categorical,SE,1.883562,0.477169,5,1.205479,0.439498,5,NA,NA,,NA,1.066982321,0.982747404,10,-0.596753369,0.425695529,0.425695529,-0.446287667,0.197099045,0.197099045
